TARGET_FID,KOD_UNI,MAPA,STRED,CENA,FUNKCE,TYP_CENY,zmena,DAT_VZNIK,DAT_ZMENA,ID,KOD_MC,NAZEV_MC,KOD_MO,POSKYT,ID_POSKYT,STAV_ZMENA,NAZEV_1,OBJECTID,TARGET_FID_1,TYP,PO__ET_POD,ST__ECHA,PO__ET_P_1,PO__ET_P_2,NOVA_BUDOV,KOD_UNI_1,DB_LO,DB_HI
1900,1222,31,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1076,1900,1,7,3,0,0,0,1222,55,60
1926,1380,32,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1099,1926,1,3,1,1,0,0,1380,55,60
2034,1199,31,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1203,2034,,,,,,,1199,55,60
2038,1425,32,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1207,2038,1,3,1,1,0,0,1425,55,60
2059,1162,30,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1225,2059,,,,,,,1162,40,45
2183,1231,31,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1334,2183,3,1,3,0,0,0,1231,55,60
2243,1611,33,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1385,2243,3,1,3,0,0,0,1611,55,60
2265,11916,31,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1396,2265,1,3,3,0,0,0,11916,55,60
2416,1461,32,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1490,2416,1,1,1,0,0,0,1461,55,60
2547,2487,44,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1581,2547,1,2,1,0,0,0,2487,35,40
2565,2206,42,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1593,2565,3,4,1,0,0,0,2206,55,60
2597,2489,44,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1609,2597,1,1,1,0,0,0,2489,40,45
2688,2366,43,0,N,K,vysl-filtr,4,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1667,2688,1,4,3,0,0,0,2366,55,60
2717,2500,44,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1690,2717,5,2,1,0,0,0,2500,40,45
2810,2505,44,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1758,2810,6,1,3,0,0,0,2505,55,60
2908,2213,42,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1825,2908,,,,,,,2213,45,50
2929,2241,42,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1844,2929,,,,,,,2241,40,45
2983,2405,43,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1884,2983,1,7,3,0,0,0,2405,55,60
2988,2258,42,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1888,2988,1,1,1,0,0,0,2258,55,60
3044,2247,42,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,1933,3044,,,,,,,2247,45,50
3180,2414,43,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,2038,3180,,,,,,,2414,55,60
3187,11314,43,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,2039,3187,,,,,,,11314,55,60
3239,2412,43,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,2076,3239,,,,,,,2412,35,40
3304,11261,44,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,2121,3304,1,2,3,0,0,0,11261,55,60
3519,2578,44,0,N,K,vysl-filtr,4,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,2265,3519,1,4,3,0,0,0,2578,40,45
8420,1429,32,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,4530,8420,5,1,3,0,0,0,1429,55,60
8518,11904,44,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,4586,8518,1,5,3,1,0,0,11904,55,60
8590,1201,31,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,4631,8590,,,,,,,1201,60,65
8888,17055,43,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,4773,8888,,,,,,,17055,55,60
8918,19110,31,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,4785,8918,,,,,,,19110,35,40
9399,1474,33,0,N,K,vysl-filtr,4,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,1,500178,Praha 6,60,HMP-IPR,43,U,Praha 6,4988,9399,1,5,1,1,0,0,1474,30,35
1474,11705,34,0,N,K,vysl-filtr,4,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,682,1474,,,,,,,11705,50,55
1587,1753,34,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,784,1587,1,13,3,0,0,0,1753,60,65
1611,1643,34,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,807,1611,1,1,3,0,0,0,1643,5,10
1635,1653,34,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,827,1635,1,1,3,0,0,0,1653,60,65
1637,1647,34,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,829,1637,1,13,3,0,0,0,1647,5,10
1671,11966,34,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,861,1671,3,1,3,0,0,0,11966,60,65
1672,1654,34,0,5620,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,862,1672,1,1,1,0,0,0,1654,0,5
1730,1648,34,0,2390,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,920,1730,1,2,3,0,0,0,1648,60,65
2232,11719,35,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,1374,2232,,,,,,,11719,55,60
2322,1622,33,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,1423,2322,1,2,1,0,0,0,1622,60,65
2362,1731,34,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,1454,2362,1,1,3,0,0,0,1731,60,65
2719,2633,45,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,1691,2719,,,,,,,2633,60,65
2752,2834,46,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,1715,2752,,,,,,,2834,45,50
2756,2837,46,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,1719,2756,12,0,0,0,0,1,2837,55,60
9402,19339,35,0,N,K,nic,1,2018-12-04 00:00:00.000000 UTC,2018-12-10 00:00:00.000000 UTC,24,500186,Praha 7,78,HMP-IPR,43,U,Praha 7,4991,9402,1,2,3,0,0,0,19339,50,55
72,181,11,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,1,72,,,,,,,181,20,25
184,201,11,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,12,184,,,,,,,201,40,45
317,125,10,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,36,317,1,1,1,0,0,0,125,55,60
458,278,12,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,77,458,,,,,,,278,30,35
471,281,12,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,84,471,5,2,3,0,0,0,281,40,45
480,222,11,0,1500,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,90,480,3,1,1,0,0,0,222,55,60
508,695,23,0,N,K,vysl-filtr,5,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,100,508,1,1,1,0,0,0,695,55,60
571,694,23,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,129,571,,,,,,,694,30,35
606,838,24,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,139,606,,,,,,,838,55,60
630,705,23,0,N,K,vysl-filtr,5,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,151,630,3,1,1,0,0,0,705,55,60
694,846,24,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,174,694,,,,,,,846,55,60
710,856,24,0,N,K,vysl-filtr,5,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,180,710,,,,,,,856,35,40
748,718,23,0,N,K,vysl-filtr,5,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,196,748,1,5,3,0,0,0,718,35,40
914,872,24,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,289,914,1,4,3,0,0,0,872,35,40
950,899,24,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,312,950,1,2,3,0,0,0,899,35,40
1298,947,24,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,534,1298,1,1,3,0,0,0,947,55,60
1583,1848,35,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,780,1583,,,,,,,1848,55,60
2343,1936,35,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,1439,2343,1,3,3,2,0,0,1936,45,50
3091,2875,46,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,1974,3091,1,2,1,0,0,0,2875,60,65
3126,280600,46,1,N,K,vysl-filtr,5,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,2002,3126,1,6,1,0,0,0,280600,35,40
9056,16304,46,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,4838,9056,1,7,3,0,0,0,16304,45,50
9173,1940,35,0,N,K,vysl-filtr,5,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,5,500208,Praha 8,86,HMP-IPR,43,U,Praha 8,4891,9173,1,5,1,0,0,0,1940,40,45
1009,10961,25,0,N,K,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,339,1009,1,11,3,0,0,0,10961,60,65
1150,1096,37,0,N,K,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,422,1150,1,1,1,0,0,0,1096,55,60
1355,1979,36,0,3360,K,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,583,1355,3,1,3,0,0,0,1979,10,15
1461,10962,36,0,N,K,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,671,1461,3,2,3,0,0,0,10962,60,65
1521,1978,36,0,N,K,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,724,1521,,,,,,,1978,55,60
1573,1803,35,0,3180,K,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,771,1573,1,2,1,0,0,0,1803,60,65
1647,1829,35,0,N,K,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,839,1647,1,1,1,0,0,0,1829,45,50
1762,1993,36,0,N,K,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,952,1762,1,1,1,1,0,0,1993,60,65
1820,1894,35,0,N,K,vysl-filtr,5,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,1006,1820,1,4,1,1,0,0,1894,45,50
2181,2076,37,0,N,K,vysl-filtr,5,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,1332,2181,3,1,3,0,0,0,2076,5,10
2218,2010,36,0,N,K,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,1363,2218,1,5,3,1,0,0,2010,35,40
2768,2906,47,0,N,K,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,1728,2768,1,3,3,0,0,0,2906,60,65
3217,3075,48,0,N,K,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-09-01 00:00:00.000000 UTC,10,500216,Praha 9,94,HMP-IPR,43,U,Praha 9,2062,3217,,,,,,,3075,50,55
3708,3122,48,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,2401,3708,1,1,3,0,0,0,3122,40,45
3773,4425,62,0,3100,K,181920-primy,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,2452,3773,1,1,3,0,0,0,4425,0,5
3988,4209,61,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,2590,3988,,,,,,,4209,60,65
4155,4111,60,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,2727,4155,7,6,1,0,0,0,4111,60,65
4211,4108,60,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,2771,4211,1,2,3,0,0,0,4108,20,25
4288,4231,61,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,2825,4288,1,6,3,0,0,0,4231,0,5
4314,4485,63,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,2844,4314,3,3,3,0,0,0,4485,0,5
4423,4431,62,0,N,K,vysl-filtr,4,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,2931,4423,1,2,3,0,0,0,4431,0,5
4559,4343,61,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,3040,4559,1,4,1,0,0,0,4343,60,65
4674,4436,62,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,3125,4674,1,2,3,0,0,0,4436,45,50
4687,4435,62,0,2460,K,vysl-filtr,4,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,3135,4687,1,2,3,0,0,0,4435,0,5
4722,4313,61,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,3163,4722,1,7,3,0,0,0,4313,45,50
5122,5312,74,0,2500,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,3428,5122,1,4,3,0,0,0,5312,5,10
5136,5317,74,0,4000,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,3438,5136,1,4,3,0,0,0,5317,15,20
5529,5341,74,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,3687,5529,1,1,3,0,0,0,5341,55,60
8537,14917,62,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,6,500224,Praha 10,108,HMP-IPR,43,U,Praha 10,4603,8537,,,,,,,14917,45,50
4464,4063,60,0,5680,M,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,2965,4464,1,3,1,0,0,0,4063,35,40
4820,3875,59,0,N,M,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3237,4820,,,,,,,3875,55,60
5992,5241,73,0,N,M,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3969,5992,1,5,3,0,0,0,5241,45,50
6213,13823,86,0,1410,M,vysl-filtr,5,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,4107,6213,1,3,1,1,0,0,13823,55,60
6464,13133,86,0,N,M,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,4254,6464,5,1,1,1,0,0,13133,50,55
6583,13134,86,0,N,M,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,4310,6583,,,,,,,13134,45,50
6674,5893,85,0,1400,M,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,4335,6674,,,,,,,5893,40,45
3460,12565,44,0,N,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,2227,3460,,,,,,,12565,55,60
3476,2585,44,0,1650,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,2235,3476,1,1,1,0,0,0,2585,55,60
3607,2612,44,0,N,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,2329,3607,1,2,1,0,0,0,2612,35,40
3819,3500,57,0,1400,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,2483,3819,1,2,1,0,0,0,3500,35,40
3836,12194,58,0,N,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,2492,3836,1,2,1,1,0,0,12194,55,60
4262,3636,58,0,1400,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,2804,4262,1,2,1,1,0,0,3636,35,40
4300,3645,58,0,1400,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,2834,4300,1,3,1,1,0,0,3645,35,40
4358,3670,58,0,1400,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,2876,4358,1,3,1,0,0,0,3670,40,45
4540,3528,57,0,N,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,3023,4540,,,,,,,3528,50,55
5315,4854,71,0,700,M,vysl-filtr,5,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,3544,5315,1,2,3,0,0,0,4854,55,60
5320,4851,71,0,700,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,3548,5320,5,2,1,0,0,0,4851,55,60
5424,12416,71,0,N,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,3616,5424,1,2,1,0,0,0,12416,35,40
5441,12155,71,0,N,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-07-07 00:00:00.000000 UTC,2,500143,Praha 5,51,HMP-IPR,43,U,Praha 5,3626,5441,5,1,1,1,0,0,12155,35,40
