CODE,METRO_STATION,METRO_LINE,CENTER,DISTRICT_CODE,DISTRICT_NAME,TYPE,FLOORS,ROOF_TYPE,N_of_RECEDING_FLOORS,N_of_FLOORS_SLOPE,NEW_BUILDING,DB_LOW,DB_HIGHT,PRICE_COMPLETE
5737,,,0,500143,Praha 5,1,2,3,0,0,0,40,45,N
12995,,,0,500143,Praha 5,1,1,3,0,0,0,55,60,5260
4826,Jinonice,B,0,500143,Praha 5,1,2,3,0,0,0,40,45,7260
3710,Radlická,B,0,500143,Praha 5,1,4,3,2,0,0,55,60,N
3775,Anděl,B,0,500143,Praha 5,1,5,3,0,0,0,0,5,19020
3989,,,0,500143,Praha 5,1,4,3,1,0,0,30,35,14670
3490,,,0,500143,Praha 5,1,1,1,0,0,0,60,65,9500
3664,,,0,500143,Praha 5,1,3,1,1,0,0,55,60,12660
5760,,,0,500143,Praha 5,1,8,3,0,0,0,35,40,7140
3753,Anděl,B,0,500143,Praha 5,1,7,3,0,0,0,30,35,18000
3824,Anděl,B,0,500143,Praha 5,1,4,3,2,0,0,55,60,14670
4909,Smíchovské nádraží,B,0,500143,Praha 5,1,2,3,0,0,0,55,60,9590
12184,,,0,500143,Praha 5,1,7,3,0,0,0,35,40,N
3662,,,0,500143,Praha 5,1,4,1,0,0,0,25,30,10810
17322,,,0,500143,Praha 5,1,3,3,0,0,0,0,5,12320
3684,,,0,500143,Praha 5,1,3,3,0,0,0,55,60,10810
4746,,,0,500143,Praha 5,1,2,3,0,0,0,55,60,9200
12972,Radlická,B,0,500143,Praha 5,1,5,3,2,0,0,45,50,7770
12221,Anděl,B,0,500143,Praha 5,1,7,3,0,0,0,55,60,N
3749,,,0,500143,Praha 5,1,5,1,0,0,0,55,60,18000
12571,,,0,500143,Praha 5,1,3,3,1,0,0,55,60,12320
3596,,,0,500143,Praha 5,1,5,1,1,0,0,30,35,10810
3636,,,0,500143,Praha 5,1,2,1,1,0,0,35,40,1400
12420,,,0,500143,Praha 5,1,2,1,1,0,0,40,45,N
12416,,,0,500143,Praha 5,1,2,1,0,0,0,35,40,N
3741,Anděl,B,0,500143,Praha 5,1,4,1,2,0,0,35,40,N
4828,Jinonice,B,0,500143,Praha 5,1,6,3,1,0,0,40,45,7260
3812,Anděl,B,0,500143,Praha 5,1,7,3,1,0,0,55,60,N
2601,,,0,500143,Praha 5,1,3,1,1,1,0,40,45,14180
3505,,,0,500143,Praha 5,1,1,3,0,0,0,55,60,9500
3502,,,0,500143,Praha 5,1,5,3,0,0,0,55,60,5260
3594,,,0,500143,Praha 5,1,3,1,1,0,0,50,55,N
3659,,,0,500143,Praha 5,1,2,1,1,1,0,55,60,9000
3650,,,0,500143,Praha 5,1,3,1,1,0,0,40,45,10810
3655,,,0,500143,Praha 5,1,3,1,0,0,0,30,35,N
12950,Jinonice,B,0,500143,Praha 5,1,1,3,0,0,0,40,45,7600
2609,,,0,500143,Praha 5,1,3,1,1,1,0,55,60,12320
3747,,,0,500143,Praha 5,1,2,3,0,0,0,55,60,12800
3511,,,0,500143,Praha 5,1,3,3,0,0,0,55,60,N
12989,,,0,500143,Praha 5,1,3,1,1,0,0,60,65,12320
3605,,,0,500143,Praha 5,1,5,3,1,1,0,60,65,12320
12217,,,0,500143,Praha 5,1,6,1,0,0,0,55,60,N
3625,,,0,500143,Praha 5,1,1,1,0,0,0,55,60,10810
3634,,,0,500143,Praha 5,1,5,3,0,0,0,30,35,10810
12764,,,0,500143,Praha 5,1,6,3,0,0,0,40,45,N
17027,,,0,500143,Praha 5,1,5,1,1,0,0,30,35,10810
12862,Jinonice,B,0,500143,Praha 5,1,6,3,1,0,0,55,60,7260
17172,Jinonice,B,0,500143,Praha 5,1,5,3,0,0,0,55,60,12320
12971,Radlická,B,0,500143,Praha 5,1,4,3,0,0,0,25,30,N
4904,Smíchovské nádraží,B,0,500143,Praha 5,1,1,3,0,0,0,60,65,3390
12846,,,0,500143,Praha 5,1,2,1,1,0,0,35,40,N
4781,,,0,500143,Praha 5,1,3,3,0,0,0,30,35,550
17018,,,0,500143,Praha 5,1,2,3,0,0,0,55,60,N
12753,Radlická,B,0,500143,Praha 5,1,3,1,0,0,0,55,60,8180
3781,Anděl,B,0,500143,Praha 5,1,6,1,0,0,0,55,60,N
3801,Anděl,B,0,500143,Praha 5,1,6,3,1,0,0,55,60,14670
4744,Nové Butovice,B,0,500143,Praha 5,1,3,1,0,0,0,55,60,7600
3647,,,0,500143,Praha 5,1,3,3,1,0,0,35,40,3300
3690,,,0,500143,Praha 5,1,2,1,1,0,0,40,45,12660
4914,,,0,500143,Praha 5,1,2,3,0,0,0,35,40,9590
5744,,,0,500143,Praha 5,1,4,3,0,0,0,45,50,7140
17348,,,0,500143,Praha 5,1,5,3,4,0,0,35,40,N
3777,Anděl,B,0,500143,Praha 5,1,5,3,1,0,0,35,40,N
2615,,,0,500143,Praha 5,1,1,1,0,0,0,35,40,N
3566,,,0,500143,Praha 5,1,2,3,0,0,0,55,60,16920
3701,,,0,500143,Praha 5,1,2,1,1,0,0,55,60,9500
12835,,,0,500143,Praha 5,1,4,1,1,0,0,55,60,12000
12159,,,0,500143,Praha 5,1,1,3,0,0,0,55,60,N
12863,,,0,500143,Praha 5,1,1,3,0,0,0,45,50,7500
17102,,,0,500143,Praha 5,1,3,1,1,0,0,55,60,N
3993,Smíchovské nádraží,B,0,500143,Praha 5,1,2,1,0,0,0,35,40,12000
3560,,,0,500143,Praha 5,1,3,3,1,0,0,35,40,16920
3738,,,0,500143,Praha 5,1,5,1,1,0,0,55,60,9500
3841,,,0,500143,Praha 5,1,1,1,0,0,0,35,40,N
12765,,,0,500143,Praha 5,1,1,1,1,0,0,55,60,N
5733,,,0,500143,Praha 5,1,12,3,0,0,0,55,60,4070
12942,,,0,500143,Praha 5,1,6,3,0,0,0,40,45,10810
4845,Jinonice,B,0,500143,Praha 5,1,3,1,0,0,0,55,60,N
3687,Radlická,B,0,500143,Praha 5,1,4,3,0,0,0,30,35,14180
3698,Radlická,B,0,500143,Praha 5,1,5,3,0,0,0,55,60,14180
12188,Nové Butovice,B,0,500143,Praha 5,1,3,3,0,0,0,25,30,9200
3990,Smíchovské nádraží,B,0,500143,Praha 5,1,1,1,0,0,0,60,65,11010
3839,Smíchovské nádraží,B,0,500143,Praha 5,1,4,1,0,0,0,60,65,9220
3553,Jinonice,B,0,500143,Praha 5,3,1,3,0,0,0,55,60,9200
3543,,,0,500143,Praha 5,3,1,3,0,0,0,15,20,9500
12828,Smíchovské nádraží,B,0,500143,Praha 5,3,1,3,0,0,0,5,10,11010
3493,Nemocnice Motol,A,0,500143,Praha 5,3,1,3,0,0,0,35,40,9200
4756,Nové Butovice,B,0,500143,Praha 5,3,1,1,0,0,0,55,60,N
12199,,,0,500143,Praha 5,3,1,3,0,0,0,55,60,8500
12561,Smíchovské nádraží,B,0,500143,Praha 5,3,1,3,0,0,0,20,25,14670
12741,,,0,500143,Praha 5,3,1,3,0,0,0,50,55,3500
3561,,,0,500143,Praha 5,3,1,3,0,0,0,55,60,5500
3790,Anděl,B,0,500143,Praha 5,3,1,1,0,0,0,60,65,18000
3642,,,0,500143,Praha 5,3,1,3,0,0,0,55,60,N
3752,Anděl,B,0,500143,Praha 5,3,3,3,0,0,0,55,60,N
4822,Nové Butovice,B,0,500143,Praha 5,3,1,3,0,0,0,40,45,9200
3784,Anděl,B,0,500143,Praha 5,3,3,3,0,0,0,10,15,33400
3773,Anděl,B,0,500143,Praha 5,3,3,3,0,0,0,55,60,33400
17013,Anděl,B,0,500143,Praha 5,3,3,3,0,0,0,60,65,28660
17056,,,0,500143,Praha 5,3,2,3,0,0,0,15,20,3390
12438,,,0,500143,Praha 5,3,1,3,0,0,0,45,50,N
4843,Jinonice,B,0,500143,Praha 5,3,1,1,0,0,0,55,60,7280
17192,Anděl,B,0,500143,Praha 5,3,1,3,0,0,0,0,5,22600
3520,,,0,500143,Praha 5,3,1,3,0,0,0,0,5,N
4895,,,0,500143,Praha 5,3,1,3,0,0,0,35,40,N
5740,,,0,500143,Praha 5,3,1,3,0,0,0,40,45,6130
17211,Radlická,B,0,500143,Praha 5,3,2,3,0,0,0,50,55,16940
17118,Jinonice,B,0,500143,Praha 5,3,1,1,0,0,0,40,45,N
4832,Jinonice,B,0,500143,Praha 5,3,1,3,0,0,0,45,50,2200
4831,Jinonice,B,0,500143,Praha 5,3,1,3,0,0,0,55,60,2200
12560,Anděl,B,0,500143,Praha 5,3,1,1,0,0,0,5,10,18000
4754,Nové Butovice,B,0,500143,Praha 5,3,1,1,0,0,0,55,60,9200
3724,Radlická,B,0,500143,Praha 5,3,1,1,0,0,0,55,60,N
4863,,,0,500143,Praha 5,3,1,3,0,0,0,35,40,N
4896,,,0,500143,Praha 5,3,1,3,0,0,0,35,40,N
5761,,,0,500143,Praha 5,3,2,3,0,1,0,55,60,7810
12999,,,0,500143,Praha 5,3,1,3,0,0,0,35,40,N
5742,,,0,500143,Praha 5,3,2,3,0,0,0,55,60,3300
4860,,,0,500143,Praha 5,3,1,3,0,0,0,35,40,8870
3700,Jinonice,B,0,500143,Praha 5,3,1,1,0,0,0,55,60,2890
4833,Radlická,B,0,500143,Praha 5,3,1,3,0,0,0,55,60,7280
4852,,,0,500143,Praha 5,3,1,1,0,0,0,55,60,8870
3817,Anděl,B,0,500143,Praha 5,3,2,1,0,0,0,5,10,11010
17323,,,0,500143,Praha 5,3,1,3,0,0,0,55,60,16940
3699,Jinonice,B,0,500143,Praha 5,3,1,3,0,0,0,40,45,12660
12143,,,0,500143,Praha 5,3,1,3,0,0,0,55,60,7140
5682,,,0,500143,Praha 5,3,1,1,0,0,0,30,35,310
3826,Anděl,B,0,500143,Praha 5,3,1,3,0,0,0,60,65,14670
2727,,,0,500143,Praha 5,4,1,1,1,0,0,55,60,N
4894,,,0,500143,Praha 5,4,1,1,0,0,0,35,40,400
12559,Anděl,B,0,500143,Praha 5,4,2,3,0,0,0,35,40,18000
2732,Karlovo náměstí,B,0,500143,Praha 5,4,2,1,0,0,0,50,55,N
3519,,,0,500143,Praha 5,4,3,3,0,0,0,35,40,710
4758,,,0,500143,Praha 5,4,2,1,0,0,0,35,40,N
3791,Anděl,B,0,500143,Praha 5,4,3,3,1,0,0,55,60,18000
5782,,,0,500143,Praha 5,4,2,3,1,0,0,55,60,N
12002,Anděl,B,0,500143,Praha 5,4,3,3,1,0,0,0,5,33400
12997,Nové Butovice,B,0,500143,Praha 5,4,2,3,0,0,0,55,60,4810
4748,Nové Butovice,B,0,500143,Praha 5,4,2,1,0,0,0,40,45,N
3739,,,0,500143,Praha 5,4,1,1,0,0,0,55,60,N
12337,Anděl,B,0,500143,Praha 5,4,3,1,0,0,0,40,45,N
12752,Radlická,B,0,500143,Praha 5,4,1,1,0,0,0,55,60,16940
12200,,,0,500143,Praha 5,5,1,3,0,0,0,55,60,12660
17332,,,0,500143,Praha 5,5,1,1,0,0,0,45,50,N
3702,,,0,500143,Praha 5,5,3,1,0,0,0,55,60,10810
5683,,,0,500143,Praha 5,5,1,1,0,0,1,45,50,2500
4824,Jinonice,B,0,500143,Praha 5,5,1,1,0,0,0,40,45,7600
12187,Nové Butovice,B,0,500143,Praha 5,5,2,3,1,0,0,20,25,4000
4867,,,0,500143,Praha 5,5,2,1,0,0,0,35,40,310
4875,,,0,500143,Praha 5,5,1,1,0,0,0,45,50,310
12344,,,0,500143,Praha 5,5,1,1,0,0,0,45,50,4720
12142,,,0,500143,Praha 5,5,1,1,0,0,0,45,50,N
17046,Nové Butovice,B,0,500143,Praha 5,5,2,1,0,0,0,40,45,N
17006,,,0,500143,Praha 5,5,1,1,1,2,0,55,60,7140
12163,,,0,500143,Praha 5,5,1,1,1,0,0,30,35,3010
5722,,,0,500143,Praha 5,5,2,1,0,0,0,45,50,10460
17179,,,0,500143,Praha 5,5,1,1,0,0,0,45,50,6800
17108,Radlická,B,0,500143,Praha 5,5,1,1,0,0,0,45,50,8490
3733,,,0,500143,Praha 5,5,1,1,0,0,0,25,30,10810
4918,,,0,500143,Praha 5,5,2,1,0,0,0,35,40,N
3716,,,0,500143,Praha 5,5,2,1,0,0,0,35,40,3300
4858,,,0,500143,Praha 5,5,2,1,0,0,0,35,40,N
4862,,,0,500143,Praha 5,5,2,1,0,0,0,35,40,8870
3846,Smíchovské nádraží,B,0,500143,Praha 5,5,1,1,0,0,0,40,45,N
3515,,,0,500143,Praha 5,5,1,3,0,0,0,40,45,N
3717,,,0,500143,Praha 5,5,2,1,0,0,0,35,40,10810
3530,,,0,500143,Praha 5,5,1,1,0,0,0,40,45,6770
12844,,,0,500143,Praha 5,5,2,3,0,0,0,45,50,8290
12155,,,0,500143,Praha 5,5,1,1,1,0,0,35,40,N
12014,,,0,500143,Praha 5,5,2,1,0,0,0,55,60,7810
17017,,,0,500143,Praha 5,5,1,1,0,0,0,35,40,N
3489,,,0,500143,Praha 5,5,2,3,1,0,0,55,60,9500
4770,,,0,500143,Praha 5,5,1,1,0,0,0,55,60,N
4876,,,0,500143,Praha 5,5,2,1,0,0,0,45,50,400
4864,,,0,500143,Praha 5,5,1,1,0,0,0,25,30,8870
17178,,,0,500143,Praha 5,5,1,1,1,0,0,45,50,6030
12216,,,0,500143,Praha 5,5,1,1,0,0,0,45,50,N
4908,,,0,500143,Praha 5,5,2,1,0,0,0,35,40,N
4910,,,0,500143,Praha 5,5,2,1,0,0,0,35,40,3300
17171,Jinonice,B,0,500143,Praha 5,5,2,3,0,0,0,45,50,12660
12451,,,0,500143,Praha 5,5,1,3,0,0,0,35,40,9590
4851,,,0,500143,Praha 5,5,2,1,0,0,0,55,60,700
3685,,,0,500143,Praha 5,5,2,1,0,0,0,55,60,9500
4808,,,0,500143,Praha 5,5,1,1,1,0,0,30,35,6770
12012,,,0,500143,Praha 5,5,2,3,0,0,0,40,45,9500
17207,,,0,500143,Praha 5,5,2,1,0,0,0,30,35,N
12608,Nové Butovice,B,0,500143,Praha 5,5,1,1,0,0,0,55,60,7750
4774,,,0,500143,Praha 5,5,1,1,0,0,0,35,40,N
4809,,,0,500143,Praha 5,5,1,1,0,0,0,35,40,500
5691,,,0,500143,Praha 5,5,2,3,0,0,0,30,35,6510
17331,,,0,500143,Praha 5,5,3,3,0,0,0,35,40,N
4804,,,0,500143,Praha 5,5,1,1,1,0,0,30,35,3010
17205,Radlická,B,0,500143,Praha 5,5,2,1,0,0,0,30,35,N
3517,,,0,500143,Praha 5,5,1,1,1,0,0,35,40,9200
4945,,,0,500143,Praha 5,5,1,3,0,0,0,55,60,N
12164,,,0,500143,Praha 5,5,1,1,0,0,0,30,35,N
5739,,,0,500143,Praha 5,5,2,1,0,0,0,40,45,N
17045,Nové Butovice,B,0,500143,Praha 5,5,2,1,0,0,0,40,45,N
4747,Nové Butovice,B,0,500143,Praha 5,5,1,1,0,0,0,55,60,N
3525,,,0,500143,Praha 5,5,3,3,0,0,0,40,45,9200
5718,,,0,500143,Praha 5,5,2,3,0,0,0,55,60,9100
3850,Smíchovské nádraží,B,0,500143,Praha 5,5,2,1,0,0,0,55,60,12000
12156,,,0,500143,Praha 5,5,1,1,0,0,0,35,40,N
5697,,,0,500143,Praha 5,5,1,1,0,0,0,55,60,8290
2594,,,0,500143,Praha 5,5,3,3,0,0,0,35,40,12320
4877,,,0,500143,Praha 5,5,3,3,0,0,0,40,45,6030
4878,,,0,500143,Praha 5,5,3,3,0,0,0,40,45,6030
4859,Jinonice,B,0,500143,Praha 5,5,2,1,0,0,0,35,40,8870
4912,,,0,500143,Praha 5,6,1,3,0,0,0,45,50,7190
4844,Jinonice,B,0,500143,Praha 5,6,1,3,0,0,0,55,60,9200
12214,,,0,500143,Praha 5,6,1,3,0,0,0,55,60,9500
3512,,,0,500143,Praha 5,6,1,3,0,0,0,55,60,N
3656,,,0,500143,Praha 5,6,1,3,0,0,0,0,5,10810
4823,Jinonice,B,0,500143,Praha 5,6,1,3,0,0,0,55,60,9200
3661,,,0,500143,Praha 5,6,1,3,0,0,0,35,40,10810
3856,Radlická,B,0,500143,Praha 5,6,1,3,0,0,0,30,35,10810
5766,,,0,500143,Praha 5,6,1,3,0,0,0,45,50,9710
4897,,,0,500143,Praha 5,6,1,3,0,0,0,55,60,N
2604,,,0,500143,Praha 5,6,1,3,0,0,0,35,40,N
4840,Jinonice,B,0,500143,Praha 5,6,1,3,0,0,0,55,60,4070
4898,,,0,500143,Praha 5,6,1,3,0,0,0,55,60,8870
4881,,,0,500143,Praha 5,6,1,3,0,0,0,55,60,6030
17170,,,0,500143,Praha 5,6,1,3,0,0,0,60,65,N
3628,,,0,500143,Praha 5,6,1,3,0,0,0,40,45,N
4950,,,0,500143,Praha 5,6,1,3,0,0,0,45,50,9590
4841,,,0,500143,Praha 5,6,1,3,0,0,0,55,60,4070
5765,,,0,500143,Praha 5,6,1,3,0,0,0,45,50,10460
4888,,,0,500143,Praha 5,6,1,3,0,0,0,55,60,6800
3657,,,0,500143,Praha 5,6,1,3,0,0,0,55,60,3300
3845,,,0,500143,Praha 5,6,1,3,0,0,0,55,60,12000
5695,,,0,500143,Praha 5,6,1,3,0,0,0,55,60,7810
3683,,,0,500143,Praha 5,6,1,3,0,0,0,40,45,6080
4934,,,0,500143,Praha 5,6,1,3,0,0,0,45,50,7190
3652,,,0,500143,Praha 5,6,1,3,0,0,0,40,45,12660
3718,,,0,500143,Praha 5,6,1,3,0,0,0,55,60,3300
12926,,,0,500143,Praha 5,6,1,3,0,0,0,40,45,12660
3840,,,0,500143,Praha 5,6,1,3,0,0,0,30,35,N
4938,,,0,500143,Praha 5,6,1,3,0,0,0,45,50,9590
5767,,,0,500143,Praha 5,6,1,3,0,0,0,55,60,400
3807,Anděl,B,0,500143,Praha 5,7,3,1,0,0,0,60,65,N
3879,Anděl,B,0,500143,Praha 5,7,4,1,0,0,0,60,65,14670
3743,,,0,500143,Praha 5,7,3,1,0,0,0,55,60,14590
3995,,,0,500143,Praha 5,7,5,1,0,0,0,55,60,19020
3766,Karlovo náměstí,B,0,500143,Praha 5,7,5,1,0,0,0,60,65,N
2738,,,0,500143,Praha 5,7,5,1,1,0,0,55,60,18000
12419,,,0,500143,Praha 5,7,4,1,1,0,0,60,65,12320
2730,Anděl,B,0,500143,Praha 5,7,5,1,1,0,0,55,60,18000
3757,,,0,500143,Praha 5,7,4,1,0,0,0,30,35,N
12196,,,0,500143,Praha 5,7,5,1,0,0,0,40,45,12320
3797,Karlovo náměstí,B,0,500143,Praha 5,7,5,1,0,0,0,55,60,18000
3803,Anděl,B,0,500143,Praha 5,7,4,1,0,0,0,35,40,N
3847,Smíchovské nádraží,B,0,500143,Praha 5,7,4,1,0,0,0,60,65,N
2733,,,0,500143,Praha 5,7,5,1,1,0,0,55,60,19020
3815,Anděl,B,0,500143,Praha 5,7,3,1,0,0,0,60,65,18000
3776,Anděl,B,0,500143,Praha 5,7,6,1,0,0,0,35,40,18000
12209,Smíchovské nádraží,B,0,500143,Praha 5,7,5,1,0,0,0,55,60,12000
3853,Smíchovské nádraží,B,0,500143,Praha 5,7,4,1,0,0,0,55,60,12000
3814,Anděl,B,0,500143,Praha 5,7,3,3,0,0,0,60,65,18000
17307,Anděl,B,0,500143,Praha 5,7,3,1,0,0,0,60,65,N
2729,,,0,500143,Praha 5,7,5,1,1,0,0,55,60,18000
3728,,,0,500143,Praha 5,7,3,1,0,1,0,60,65,12320
3754,Anděl,B,0,500143,Praha 5,7,4,1,0,0,0,60,65,18000
12001,,,0,500143,Praha 5,7,4,1,1,0,0,55,60,24000
3746,,,0,500143,Praha 5,7,4,1,0,0,0,10,15,N
3764,Anděl,B,0,500143,Praha 5,7,5,1,0,0,0,60,65,N
3836,Smíchovské nádraží,B,0,500143,Praha 5,7,3,1,0,0,0,60,65,N
3778,Karlovo náměstí,B,0,500143,Praha 5,7,6,1,0,0,0,60,65,19020
3608,,,0,500143,Praha 5,7,3,1,0,1,0,55,60,7700
3852,Smíchovské nádraží,B,0,500143,Praha 5,7,4,1,0,0,0,55,60,12000
12929,,,0,500143,Praha 5,7,4,1,0,0,0,60,65,9500
273600,,,1,500143,Praha 5,7,4,1,0,0,0,55,60,27220
3745,Anděl,B,0,500143,Praha 5,7,5,1,1,0,0,55,60,18000
17327,Anděl,B,0,500143,Praha 5,7,4,1,0,0,0,60,65,N
2731,,,0,500143,Praha 5,7,5,1,0,0,0,55,60,N
2739,,,0,500143,Praha 5,7,5,1,1,0,0,5,10,9580
3796,Karlovo náměstí,B,0,500143,Praha 5,7,4,1,0,0,0,55,60,18000
3765,Anděl,B,0,500143,Praha 5,7,5,1,0,0,0,5,10,19020
17344,Smíchovské nádraží,B,0,500143,Praha 5,7,3,1,0,0,0,60,65,N
12204,,,0,500143,Praha 5,7,3,1,1,0,0,55,60,N
2597,,,0,500143,Praha 5,9,2,3,0,5,0,40,45,14180
17101,,,0,500143,Praha 5,9,4,3,0,5,0,55,60,12320
2614,,,0,500143,Praha 5,12,3,0,0,0,0,55,60,N
11211,,,0,500178,Praha 6,,,,,,,45,50,410
612,,,0,500178,Praha 6,,,,,,,55,60,N
1317,,,0,500178,Praha 6,,,,,,,55,60,6200
1181,,,0,500178,Praha 6,,,,,,,15,20,3330
1225,,,0,500178,Praha 6,,,,,,,55,60,8200
1266,Petřiny,A,0,500178,Praha 6,,,,,,,25,30,2500
454,,,0,500178,Praha 6,,,,,,,55,60,240
1536,,,0,500178,Praha 6,,,,,,,60,65,N
1543,,,0,500178,Praha 6,,,,,,,30,35,15140
1148,,,0,500178,Praha 6,,,,,,,55,60,8200
2413,,,0,500178,Praha 6,,,,,,,55,60,N
2394,Petřiny,A,0,500178,Praha 6,,,,,,,35,40,N
575,,,0,500178,Praha 6,,,,,,,30,35,3330
570,,,0,500178,Praha 6,,,,,,,35,40,980
580,,,0,500178,Praha 6,,,,,,,40,45,3330
1152,,,0,500178,Praha 6,,,,,,,55,60,N
11252,,,0,500178,Praha 6,,,,,,,60,65,16920
1532,,,0,500178,Praha 6,,,,,,,60,65,N
1533,,,0,500178,Praha 6,,,,,,,60,65,14670
2235,,,0,500178,Praha 6,,,,,,,40,45,2380
161500,Hradčanská,A,1,500178,Praha 6,,,,,,,60,65,23500
611,,,0,500178,Praha 6,,,,,,,55,60,1500
525,,,0,500178,Praha 6,,,,,,,25,30,3330
1478,,,0,500178,Praha 6,,,,,,,55,60,N
1494,,,0,500178,Praha 6,,,,,,,30,35,3800
1564,,,0,500178,Praha 6,,,,,,,30,35,14670
2476,,,0,500178,Praha 6,,,,,,,35,40,16920
1265,Petřiny,A,0,500178,Praha 6,,,,,,,40,45,N
1291,,,0,500178,Praha 6,,,,,,,55,60,N
1185,,,0,500178,Praha 6,,,,,,,45,50,550
2455,,,0,500178,Praha 6,,,,,,,35,40,550
11953,,,0,500178,Praha 6,,,,,,,40,45,7600
687,,,0,500178,Praha 6,,,,,,,55,60,5110
1503,,,0,500178,Praha 6,,,,,,,40,45,4780
1469,,,0,500178,Praha 6,,,,,,,30,35,N
1160,,,0,500178,Praha 6,,,,,,,55,60,4080
2542,,,0,500178,Praha 6,,,,,,,60,65,12840
633,,,0,500178,Praha 6,,,,,,,40,45,7500
11021,,,0,500178,Praha 6,,,,,,,55,60,5260
572,,,0,500178,Praha 6,,,,,,,30,35,570
2414,,,0,500178,Praha 6,,,,,,,55,60,N
2436,,,0,500178,Praha 6,,,,,,,55,60,N
1147,,,0,500178,Praha 6,,,,,,,45,50,8230
2345,Petřiny,A,0,500178,Praha 6,,,,,,,55,60,550
11840,Bořislavka,A,0,500178,Praha 6,,,,,,,35,40,11010
11045,,,0,500178,Praha 6,,,,,,,45,50,N
1199,,,0,500178,Praha 6,,,,,,,55,60,N
1201,,,0,500178,Praha 6,,,,,,,60,65,N
2348,Petřiny,A,0,500178,Praha 6,,,,,,,35,40,4230
1610,Dejvická,A,0,500178,Praha 6,,,,,,,40,45,16270
1151,,,0,500178,Praha 6,,,,,,,45,50,N
2576,,,0,500178,Praha 6,,,,,,,55,60,14180
1189,,,0,500178,Praha 6,,,,,,,35,40,N
1544,,,0,500178,Praha 6,,,,,,,30,35,16270
1202,,,0,500178,Praha 6,,,,,,,55,60,N
2216,,,0,500178,Praha 6,,,,,,,55,60,3300
11894,,,0,500178,Praha 6,,,,,,,60,65,12840
19304,,,0,500178,Praha 6,,,,,,,55,60,N
2402,Petřiny,A,0,500178,Praha 6,,,,,,,40,45,N
11040,,,0,500178,Praha 6,,,,,,,30,35,690
1290,,,0,500178,Praha 6,,,,,,,40,45,460
11120,,,0,500178,Praha 6,,,,,,,40,45,N
2440,,,0,500178,Praha 6,,,,,,,35,40,N
614,,,0,500178,Praha 6,,,,,,,55,60,5110
1180,,,0,500178,Praha 6,,,,,,,25,30,3330
2482,,,0,500178,Praha 6,,,,,,,35,40,12840
2412,,,0,500178,Praha 6,,,,,,,35,40,N
1360,Bořislavka,A,0,500178,Praha 6,,,,,,,55,60,11010
162,,,0,500178,Praha 6,,,,,,,60,65,5110
1535,,,0,500178,Praha 6,,,,,,,45,50,N
1146,,,0,500178,Praha 6,,,,,,,55,60,N
1153,,,0,500178,Praha 6,,,,,,,55,60,3000
2469,,,0,500178,Praha 6,,,,,,,55,60,14180
2264,,,0,500178,Praha 6,,,,,,,35,40,N
11902,,,0,500178,Praha 6,,,,,,,55,60,4880
11836,,,0,500178,Praha 6,,,,,,,25,30,N
2218,,,0,500178,Praha 6,,,,,,,55,60,1520
11314,,,0,500178,Praha 6,,,,,,,55,60,N
19028,,,0,500178,Praha 6,,,,,,,40,45,3750
11568,,,0,500178,Praha 6,,,,,,,45,50,N
1182,,,0,500178,Praha 6,,,,,,,15,20,3330
1155,,,0,500178,Praha 6,,,,,,,55,60,8230
1303,,,0,500178,Praha 6,,,,,,,30,35,5260
2481,,,0,500178,Praha 6,,,,,,,55,60,16570
568,,,0,500178,Praha 6,,,,,,,40,45,N
11154,,,0,500178,Praha 6,,,,,,,45,50,3300
619,,,0,500178,Praha 6,,,,,,,55,60,5110
1316,,,0,500178,Praha 6,,,,,,,35,40,N
2501,,,0,500178,Praha 6,,,,,,,60,65,14180
1223,Nádraží Veleslavín,A,0,500178,Praha 6,,,,,,,55,60,7060
11834,,,0,500178,Praha 6,,,,,,,30,35,N
167,,,0,500178,Praha 6,,,,,,,55,60,3080
2545,,,0,500178,Praha 6,,,,,,,40,45,4820
1441,Bořislavka,A,0,500178,Praha 6,,,,,,,10,15,11010
173,,,0,500178,Praha 6,,,,,,,55,60,5110
571,,,0,500178,Praha 6,,,,,,,30,35,2350
11714,,,0,500178,Praha 6,,,,,,,35,40,3330
1296,,,0,500178,Praha 6,,,,,,,40,45,N
11014,,,0,500178,Praha 6,,,,,,,40,45,N
11187,,,0,500178,Praha 6,,,,,,,35,40,4780
11247,,,0,500178,Praha 6,,,,,,,60,65,15140
2236,,,0,500178,Praha 6,,,,,,,55,60,3300
17055,Nemocnice Motol,A,0,500178,Praha 6,,,,,,,55,60,N
1434,,,0,500178,Praha 6,,,,,,,40,45,550
1439,Bořislavka,A,0,500178,Praha 6,,,,,,,40,45,N
2222,,,0,500178,Praha 6,,,,,,,35,40,N
2411,,,0,500178,Praha 6,,,,,,,40,45,N
19118,,,0,500178,Praha 6,,,,,,,30,35,930
19302,,,0,500178,Praha 6,,,,,,,55,60,N
1462,Bořislavka,A,0,500178,Praha 6,,,,,,,35,40,4780
11308,,,0,500178,Praha 6,,,,,,,45,50,7050
1177,,,0,500178,Praha 6,,,,,,,25,30,3330
1161,,,0,500178,Praha 6,,,,,,,55,60,8200
668,,,0,500178,Praha 6,,,,,,,55,60,N
1297,,,0,500178,Praha 6,,,,,,,40,45,5260
2213,,,0,500178,Praha 6,,,,,,,45,50,N
