CODE,METRO_STATION,METRO_LINE,CENTER,DISTRICT_CODE,DISTRICT_NAME,TYPE,FLOORS,ROOF_TYPE,N_of_RECEDING_FLOORS,N_of_FLOORS_SLOPE,NEW_BUILDING,DB_LOW,DB_HIGHT,PRICE_COMPLETE
14016,,,0,500224,Praha 10,1,10,3,0,0,0,55,60,8470
20002,,,0,500224,Praha 10,1,1,1,0,0,0,60,65,N
4387,Depo Hostivař,A,0,500224,Praha 10,1,1,3,0,0,0,60,65,4620
4222,Flora,A,0,500224,Praha 10,1,1,3,0,0,0,60,65,14180
4046,Jiřího z Poděbrad,A,0,500224,Praha 10,1,6,1,0,0,0,60,65,19610
14402,,,0,500224,Praha 10,1,5,3,0,0,0,35,40,7530
4196,,,0,500224,Praha 10,1,8,3,0,0,0,30,35,4620
4391,,,0,500224,Praha 10,1,4,1,0,0,0,40,45,6820
5341,,,0,500224,Praha 10,1,1,3,0,0,0,55,60,N
5445,,,0,500224,Praha 10,1,2,3,0,0,0,55,60,6080
5368,,,0,500224,Praha 10,1,14,3,0,0,0,35,40,3660
4224,Želivského,A,0,500224,Praha 10,1,1,1,0,0,0,60,65,14180
4353,,,0,500224,Praha 10,1,5,3,0,0,0,60,65,4810
14041,,,0,500224,Praha 10,1,1,3,0,0,0,5,10,4100
4267,,,0,500224,Praha 10,1,7,3,0,0,0,45,50,N
4294,,,0,500224,Praha 10,1,5,3,0,0,0,60,65,3950
5487,,,0,500224,Praha 10,1,2,3,1,0,0,60,65,6210
14407,,,0,500224,Praha 10,1,3,1,0,0,0,55,60,8470
20015,,,0,500224,Praha 10,1,6,3,0,0,0,0,5,11010
4172,Flora,A,0,500224,Praha 10,1,6,1,0,0,0,40,45,16270
4441,Strašnická,A,0,500224,Praha 10,1,6,3,0,1,0,60,65,4070
4282,Strašnická,A,0,500224,Praha 10,1,6,3,1,0,0,60,65,5120
4301,Strašnická,A,0,500224,Praha 10,1,2,1,0,0,0,60,65,6310
4251,,,0,500224,Praha 10,1,1,3,0,0,0,60,65,11010
4148,,,0,500224,Praha 10,1,2,1,0,0,0,60,65,N
4151,,,0,500224,Praha 10,1,5,3,1,0,0,40,45,7770
4175,,,0,500224,Praha 10,1,5,3,1,0,0,60,65,9710
5380,,,0,500224,Praha 10,1,3,1,0,0,0,55,60,8200
4280,Strašnická,A,0,500224,Praha 10,1,2,1,0,0,0,40,45,8050
4366,,,0,500224,Praha 10,1,2,3,0,0,0,35,40,11010
4260,,,0,500224,Praha 10,1,3,3,1,0,0,30,35,11010
14560,,,0,500224,Praha 10,1,5,1,0,0,0,10,15,14530
4149,,,0,500224,Praha 10,1,3,1,0,0,0,5,10,5140
14150,,,0,500224,Praha 10,1,2,3,0,0,0,40,45,8050
14135,,,0,500224,Praha 10,1,1,1,0,0,0,50,55,N
5342,,,0,500224,Praha 10,1,8,3,0,0,0,55,60,N
5348,,,0,500224,Praha 10,1,11,3,1,0,0,55,60,8470
20014,,,0,500224,Praha 10,1,18,3,0,0,0,50,55,11790
4352,,,0,500224,Praha 10,1,2,3,0,0,0,60,65,4810
4127,,,0,500224,Praha 10,1,2,1,0,0,0,35,40,11010
5323,,,0,500224,Praha 10,1,1,3,0,0,0,55,60,3100
4241,Strašnická,A,0,500224,Praha 10,1,4,1,0,0,0,15,20,3660
4277,Strašnická,A,0,500224,Praha 10,1,1,3,0,0,1,60,65,11010
4393,,,0,500224,Praha 10,1,4,1,1,0,0,60,65,8050
14822,,,0,500224,Praha 10,1,2,3,0,0,0,30,35,N
14711,,,0,500224,Praha 10,1,1,1,0,0,0,35,40,11010
6032,,,0,500224,Praha 10,1,5,1,2,0,0,55,60,4070
5411,Skalka,A,0,500224,Praha 10,1,8,3,0,0,0,0,5,6080
4418,,,0,500224,Praha 10,1,1,3,0,0,0,0,5,4000
4129,,,0,500224,Praha 10,1,3,1,0,0,0,35,40,7000
4161,,,0,500224,Praha 10,1,5,1,0,0,0,60,65,9710
5422,,,0,500224,Praha 10,1,1,1,0,0,0,60,65,3660
5325,,,0,500224,Praha 10,1,1,3,0,0,0,60,65,2000
5400,,,0,500224,Praha 10,1,1,3,0,0,0,45,50,4070
5343,,,0,500224,Praha 10,1,2,1,1,0,0,55,60,8470
5439,,,0,500224,Praha 10,1,14,3,0,0,0,55,60,3660
20210,,,0,500224,Praha 10,1,5,3,0,0,0,35,40,8200
20312,Depo Hostivař,A,0,500224,Praha 10,1,1,3,0,0,0,5,10,4010
5425,Skalka,A,0,500224,Praha 10,1,3,3,0,0,0,60,65,4440
4390,,,0,500224,Praha 10,1,8,3,0,0,0,60,65,5200
4340,,,0,500224,Praha 10,1,1,3,0,0,0,60,65,3520
5294,,,0,500224,Praha 10,1,1,1,0,0,0,60,65,4010
5303,,,0,500224,Praha 10,1,3,3,1,0,0,40,45,7100
5300,,,0,500224,Praha 10,1,2,3,0,0,0,60,65,1600
14824,,,0,500224,Praha 10,1,6,3,1,0,0,10,15,8470
5377,,,0,500224,Praha 10,1,5,3,0,0,0,55,60,3660
14139,,,0,500224,Praha 10,1,1,3,0,0,0,40,45,N
14563,,,0,500224,Praha 10,1,5,3,0,0,0,35,40,8040
4066,,,0,500224,Praha 10,1,7,1,0,0,0,60,65,N
4397,,,0,500224,Praha 10,1,2,3,0,0,0,40,45,3300
4270,,,0,500224,Praha 10,1,2,3,0,0,0,0,5,N
14501,Depo Hostivař,A,0,500224,Praha 10,1,1,3,0,0,0,45,50,5550
4239,Strašnická,A,0,500224,Praha 10,1,3,3,0,0,0,60,65,7810
4240,Strašnická,A,0,500224,Praha 10,1,11,3,0,0,0,35,40,N
14403,,,0,500224,Praha 10,1,4,3,0,0,0,35,40,N
4167,,,0,500224,Praha 10,1,1,1,0,0,0,60,65,3520
14880,,,0,500224,Praha 10,1,3,1,0,0,0,55,60,8470
4286,Strašnická,A,0,500224,Praha 10,1,4,1,0,0,0,45,50,11010
4198,,,0,500224,Praha 10,1,13,3,0,0,0,5,10,3660
4146,,,0,500224,Praha 10,1,5,1,0,0,0,60,65,14530
4147,,,0,500224,Praha 10,1,7,3,0,0,0,60,65,14530
5271,,,0,500224,Praha 10,1,4,1,0,0,0,45,50,8470
5443,,,0,500224,Praha 10,1,2,1,0,0,0,30,35,N
5481,Skalka,A,0,500224,Praha 10,1,1,3,0,0,0,60,65,8050
5484,Skalka,A,0,500224,Praha 10,1,4,3,0,0,0,60,65,4070
4337,Strašnická,A,0,500224,Praha 10,1,4,1,0,0,0,60,65,N
4347,Strašnická,A,0,500224,Praha 10,1,1,1,0,0,0,60,65,10260
4242,Strašnická,A,0,500224,Praha 10,1,4,1,0,0,0,40,45,4600
4205,Želivského,A,0,500224,Praha 10,1,1,3,0,0,0,60,65,N
4048,I. P. Pavlova,C,0,500224,Praha 10,1,7,1,0,0,0,0,5,19610
4112,Jiřího z Poděbrad,A,0,500224,Praha 10,1,2,3,0,0,0,25,30,N
4197,,,0,500224,Praha 10,1,5,3,0,0,0,30,35,8040
4318,,,0,500224,Praha 10,1,5,3,0,0,0,30,35,3660
14410,,,0,500224,Praha 10,1,2,1,1,0,0,60,65,13210
4136,,,0,500224,Praha 10,1,5,1,0,0,0,60,65,11010
14706,,,0,500224,Praha 10,1,4,1,0,0,0,35,40,N
4135,,,0,500224,Praha 10,1,4,1,0,0,0,10,15,N
14013,,,0,500224,Praha 10,1,2,3,0,0,0,60,65,7560
5269,,,0,500224,Praha 10,1,4,3,0,0,0,45,50,8470
4110,Flora,A,0,500224,Praha 10,1,7,1,0,0,0,60,65,16270
4114,Flora,A,0,500224,Praha 10,1,6,1,0,0,0,60,65,16270
5424,Skalka,A,0,500224,Praha 10,1,3,3,0,0,0,60,65,3660
4257,Strašnická,A,0,500224,Praha 10,1,1,3,0,0,0,60,65,8040
4285,Strašnická,A,0,500224,Praha 10,1,3,1,0,0,0,45,50,11010
4269,,,0,500224,Praha 10,1,6,3,0,0,0,60,65,9710
4141,,,0,500224,Praha 10,1,1,1,0,0,0,35,40,5950
4150,,,0,500224,Praha 10,1,5,3,1,0,0,20,25,11010
4158,,,0,500224,Praha 10,1,5,1,0,0,0,60,65,N
20024,,,0,500224,Praha 10,1,2,3,0,0,0,60,65,N
4432,Depo Hostivař,A,0,500224,Praha 10,1,1,3,0,0,0,0,5,3100
14702,Skalka,A,0,500224,Praha 10,1,4,3,0,0,0,60,65,8050
4359,,,0,500224,Praha 10,1,1,1,0,0,0,40,45,6480
4133,,,0,500224,Praha 10,1,6,1,0,0,0,60,65,14530
4335,,,0,500224,Praha 10,1,6,1,0,0,0,0,5,11220
5365,,,0,500224,Praha 10,1,7,3,0,0,0,55,60,8200
5390,,,0,500224,Praha 10,1,2,1,0,0,0,55,60,5000
4414,Skalka,A,0,500224,Praha 10,1,2,3,0,0,0,40,45,4070
4231,Strašnická,A,0,500224,Praha 10,1,6,3,0,0,0,0,5,N
14007,,,0,500224,Praha 10,3,2,3,0,0,0,60,65,7060
4263,,,0,500224,Praha 10,3,2,3,0,0,0,10,15,11010
14707,,,0,500224,Praha 10,3,1,3,0,0,0,60,65,3420
14146,,,0,500224,Praha 10,3,1,3,0,0,0,10,15,4000
4433,,,0,500224,Praha 10,3,1,3,0,0,0,55,60,5260
4450,Depo Hostivař,A,0,500224,Praha 10,3,1,3,0,0,0,60,65,6210
4423,Depo Hostivař,A,0,500224,Praha 10,3,1,3,0,0,0,0,5,3100
4426,,,0,500224,Praha 10,3,1,3,2,0,0,0,5,3100
4485,,,0,500224,Praha 10,3,3,3,0,0,0,0,5,N
5320,,,0,500224,Praha 10,3,1,3,0,0,0,45,50,N
4232,Strašnická,A,0,500224,Praha 10,3,1,1,0,0,0,45,50,8050
3000,,,0,500224,Praha 10,3,1,3,0,0,0,35,40,5540
4468,,,0,500224,Praha 10,3,1,3,0,0,0,45,50,2460
4509,,,0,500224,Praha 10,3,2,3,0,0,0,55,60,7060
4375,,,0,500224,Praha 10,3,1,3,0,0,0,45,50,3300
5140,,,0,500224,Praha 10,3,1,3,0,0,0,55,60,4600
4363,,,0,500224,Praha 10,3,1,3,0,0,0,60,65,2000
4428,,,0,500224,Praha 10,3,1,3,0,0,0,10,15,3100
14404,,,0,500224,Praha 10,3,1,3,0,0,0,5,10,3080
5404,,,0,500224,Praha 10,3,1,3,0,0,0,55,60,5260
5078,,,0,500224,Praha 10,3,1,3,0,0,0,60,65,3080
4424,,,0,500224,Praha 10,3,1,3,0,0,0,0,5,3100
5106,,,0,500224,Praha 10,3,1,3,0,0,0,35,40,7260
5405,,,0,500224,Praha 10,3,1,3,0,0,0,55,60,5260
20023,,,0,500224,Praha 10,3,1,3,0,0,0,45,50,4000
2999,,,0,500224,Praha 10,3,1,3,0,0,0,10,15,11010
5433,,,0,500224,Praha 10,3,1,3,0,0,0,55,60,6080
3103,,,0,500224,Praha 10,3,1,3,0,0,0,60,65,2000
4404,Skalka,A,0,500224,Praha 10,3,1,3,0,0,0,40,45,4070
4194,,,0,500224,Praha 10,3,1,3,0,0,0,0,5,3660
4422,,,0,500224,Praha 10,3,1,3,0,0,0,50,55,3100
5308,,,0,500224,Praha 10,3,1,3,0,0,0,65,70,7630
4388,Depo Hostivař,A,0,500224,Praha 10,3,1,1,0,0,0,60,65,N
5414,Skalka,A,0,500224,Praha 10,3,1,3,0,0,0,60,65,1600
20300,,,0,500224,Praha 10,3,1,3,0,0,0,35,40,N
14143,,,0,500224,Praha 10,3,1,3,0,0,0,35,40,2420
20021,Depo Hostivař,A,0,500224,Praha 10,3,1,3,0,0,0,60,65,6310
5370,,,0,500224,Praha 10,3,2,3,0,0,0,55,60,8200
4186,Želivského,A,0,500224,Praha 10,3,1,3,0,0,0,0,5,11380
3002,,,0,500224,Praha 10,3,1,3,0,0,0,35,40,2420
14557,,,0,500224,Praha 10,3,2,1,0,0,0,60,65,11010
5318,,,0,500224,Praha 10,3,1,3,0,0,0,45,50,5260
5322,,,0,500224,Praha 10,3,1,3,0,0,0,45,50,4600
5435,,,0,500224,Praha 10,3,1,3,0,0,0,55,60,3660
5360,,,0,500224,Praha 10,3,1,3,0,0,0,55,60,8200
4361,,,0,500224,Praha 10,3,1,3,0,0,0,60,65,4370
4484,,,0,500224,Praha 10,3,1,3,0,0,0,0,5,3100
4446,Skalka,A,0,500224,Praha 10,3,1,3,0,0,0,40,45,8470
3001,,,0,500224,Praha 10,3,1,1,0,0,0,30,35,6620
5321,,,0,500224,Praha 10,3,1,3,0,0,0,0,5,4000
20212,,,0,500224,Praha 10,3,1,3,0,0,0,45,50,N
3004,,,0,500224,Praha 10,3,1,1,0,0,0,10,15,5460
4402,Skalka,A,0,500224,Praha 10,3,2,3,0,0,0,0,5,7560
5304,,,0,500224,Praha 10,3,1,3,0,0,0,45,50,5000
14141,,,0,500224,Praha 10,4,3,3,0,2,0,15,20,9710
14860,,,0,500224,Praha 10,4,1,3,0,0,0,30,35,7830
5482,Skalka,A,0,500224,Praha 10,5,2,1,0,0,0,65,70,6560
5362,,,0,500224,Praha 10,5,2,1,0,0,0,35,40,3000
14882,Skalka,A,0,500224,Praha 10,5,2,3,0,0,0,40,45,8470
4234,Strašnická,A,0,500224,Praha 10,5,1,1,1,0,0,60,65,8470
4305,Strašnická,A,0,500224,Praha 10,5,2,1,0,0,0,0,5,8470
4322,,,0,500224,Praha 10,5,1,1,0,0,0,60,65,8050
4202,,,0,500224,Praha 10,5,2,1,0,0,0,60,65,7810
4341,,,0,500224,Praha 10,5,1,1,1,0,1,45,50,4690
14869,,,0,500224,Praha 10,5,1,1,0,0,0,55,60,8470
20302,,,0,500224,Praha 10,5,2,3,0,0,0,40,45,7530
5355,,,0,500224,Praha 10,5,2,1,0,0,0,55,60,9960
14601,,,0,500224,Praha 10,5,2,1,0,0,0,40,45,8470
5373,,,0,500224,Praha 10,5,1,1,0,0,0,35,40,8470
5393,,,0,500224,Praha 10,5,2,1,0,0,0,40,45,4920
4235,Strašnická,A,0,500224,Praha 10,5,2,0,0,0,0,60,65,8470
4324,,,0,500224,Praha 10,5,1,1,0,0,0,60,65,8050
5416,Skalka,A,0,500224,Praha 10,5,2,1,0,0,0,65,70,N
5415,,,0,500224,Praha 10,5,1,1,1,0,0,55,60,6560
4320,Strašnická,A,0,500224,Praha 10,5,2,1,0,0,0,40,45,3660
5326,,,0,500224,Praha 10,5,1,1,0,0,0,45,50,3100
5336,,,0,500224,Praha 10,5,1,1,0,0,0,55,60,3660
5383,,,0,500224,Praha 10,5,2,1,0,0,0,55,60,8200
5401,,,0,500224,Praha 10,5,2,1,0,0,0,35,40,8200
4381,,,0,500224,Praha 10,5,1,1,1,0,0,60,65,4070
4380,,,0,500224,Praha 10,5,1,1,1,0,0,60,65,4710
5292,,,0,500224,Praha 10,5,2,1,1,0,0,45,50,N
4327,,,0,500224,Praha 10,5,2,1,0,0,0,45,50,4700
5429,,,0,500224,Praha 10,5,1,1,1,0,2,60,65,3300
6109,,,0,500224,Praha 10,5,1,1,1,0,0,55,60,500
4179,Flora,A,0,500224,Praha 10,5,3,1,0,0,0,40,45,N
14927,,,0,500224,Praha 10,5,1,1,0,0,0,50,55,2000
5259,,,0,500224,Praha 10,5,1,1,0,0,0,40,45,3660
5447,,,0,500224,Praha 10,6,1,3,0,0,0,60,65,8470
4439,Skalka,A,0,500224,Praha 10,6,1,3,0,0,0,60,65,4370
5346,,,0,500224,Praha 10,6,1,3,0,0,0,55,60,4070
4258,,,0,500224,Praha 10,6,1,3,0,0,0,60,65,8040
5369,,,0,500224,Praha 10,6,1,3,0,0,0,55,60,8200
5332,,,0,500224,Praha 10,6,1,3,0,0,0,60,65,5540
5333,,,0,500224,Praha 10,6,1,3,0,0,0,60,65,N
4382,,,0,500224,Praha 10,6,1,3,0,0,0,60,65,8050
4256,,,0,500224,Praha 10,6,1,3,0,0,0,60,65,9710
5345,,,0,500224,Praha 10,6,1,3,0,0,0,55,60,8470
4190,,,0,500224,Praha 10,6,1,3,0,0,0,35,40,N
4329,,,0,500224,Praha 10,6,1,3,0,0,0,60,65,4750
4289,Strašnická,A,0,500224,Praha 10,6,1,3,0,0,0,60,65,8050
4303,Strašnická,A,0,500224,Praha 10,6,1,3,0,0,0,60,65,3950
4409,Skalka,A,0,500224,Praha 10,6,1,3,0,0,0,40,45,6480
5428,,,0,500224,Praha 10,6,1,3,0,0,0,45,50,4070
4369,,,0,500224,Praha 10,6,1,3,0,0,0,35,40,3660
4300,Strašnická,A,0,500224,Praha 10,6,1,3,0,0,0,60,65,5120
5426,Skalka,A,0,500224,Praha 10,6,1,3,0,0,0,60,65,3660
4297,Strašnická,A,0,500224,Praha 10,6,1,3,0,0,0,60,65,3950
4372,,,0,500224,Praha 10,6,1,3,0,0,0,25,30,2300
5410,Skalka,A,0,500224,Praha 10,6,1,3,0,0,0,60,65,8050
4292,Strašnická,A,0,500224,Praha 10,6,1,3,0,0,0,40,45,3660
4357,,,0,500224,Praha 10,6,1,3,0,0,0,60,65,8050
5305,,,0,500224,Praha 10,6,1,3,0,0,0,40,45,4070
14408,,,0,500224,Praha 10,6,1,3,0,0,0,55,60,N
5499,Skalka,A,0,500224,Praha 10,6,1,3,0,0,0,40,45,4070
5402,,,0,500224,Praha 10,6,1,3,0,0,0,60,65,3800
4417,,,0,500224,Praha 10,6,1,3,0,0,0,60,65,3080
5353,,,0,500224,Praha 10,6,1,3,0,0,0,55,60,4070
4290,Strašnická,A,0,500224,Praha 10,6,1,3,0,0,0,40,45,3950
4398,,,0,500224,Praha 10,6,1,3,0,0,0,30,35,6210
4233,Strašnická,A,0,500224,Praha 10,6,1,3,0,0,0,60,65,8040
14823,,,0,500224,Praha 10,7,5,1,0,0,0,35,40,N
4128,,,0,500224,Praha 10,7,3,1,0,0,0,60,65,N
4121,Náměstí Míru,A,0,500224,Praha 10,7,4,1,0,0,0,10,15,14530
4132,,,0,500224,Praha 10,7,3,1,0,0,0,60,65,N
4111,Jiřího z Poděbrad,A,0,500224,Praha 10,7,6,1,0,0,0,60,65,N
4120,,,0,500224,Praha 10,7,4,1,1,0,0,60,65,14530
4160,,,0,500224,Praha 10,7,5,1,0,0,0,60,65,9710
14821,,,0,500224,Praha 10,7,4,1,0,0,0,60,65,N
4117,Náměstí Míru,A,0,500224,Praha 10,7,5,1,0,0,0,60,65,14530
4143,,,0,500224,Praha 10,7,5,1,0,0,0,35,40,4710
18306,,,0,547034,Praha 11,,,,,,,55,60,N
13361,Roztyly,C,0,547034,Praha 11,,,,,,,45,50,4510
6120,,,0,547034,Praha 11,,,,,,,55,60,N
6137,,,0,547034,Praha 11,,,,,,,35,40,3940
6719,,,0,547034,Praha 11,,,,,,,55,60,6560
13059,Chodov,C,0,547034,Praha 11,,,,,,,45,50,N
13861,,,0,547034,Praha 11,,,,,,,40,45,7600
6196,,,0,547034,Praha 11,,,,,,,35,40,N
13146,,,0,547034,Praha 11,,,,,,,55,60,5260
6858,,,0,547034,Praha 11,,,,,,,40,45,N
13921,Opatov,C,0,547034,Praha 11,,,,,,,40,45,7770
6121,,,0,547034,Praha 11,,,,,,,55,60,N
6819,,,0,547034,Praha 11,,,,,,,55,60,7770
6068,Chodov,C,0,547034,Praha 11,,,,,,,50,55,4500
18106,,,0,547034,Praha 11,,,,,,,35,40,7980
6693,Opatov,C,0,547034,Praha 11,,,,,,,0,5,7770
6130,,,0,547034,Praha 11,,,,,,,5,10,N
5988,,,0,547034,Praha 11,,,,,,,45,50,N
6828,,,0,547034,Praha 11,,,,,,,40,45,N
13151,Roztyly,C,0,547034,Praha 11,,,,,,,55,60,N
6058,Roztyly,C,0,547034,Praha 11,,,,,,,45,50,N
6103,Opatov,C,0,547034,Praha 11,,,,,,,40,45,8200
13350,Chodov,C,0,547034,Praha 11,,,,,,,0,5,N
6813,,,0,547034,Praha 11,,,,,,,55,60,N
6119,,,0,547034,Praha 11,,,,,,,55,60,5900
6823,Háje,C,0,547034,Praha 11,,,,,,,5,10,7770
6720,,,0,547034,Praha 11,,,,,,,55,60,N
13407,,,0,547034,Praha 11,,,,,,,55,60,9270
6076,,,0,547034,Praha 11,,,,,,,0,5,7260
13147,,,0,547034,Praha 11,,,,,,,55,60,N
13911,,,0,547034,Praha 11,,,,,,,55,60,7600
6117,,,0,547034,Praha 11,,,,,,,40,45,N
6699,Opatov,C,0,547034,Praha 11,,,,,,,55,60,N
6717,,,0,547034,Praha 11,,,,,,,55,60,5580
18201,Opatov,C,0,547034,Praha 11,,,,,,,40,45,7770
13323,,,0,547034,Praha 11,,,,,,,35,40,N
13341,,,0,547034,Praha 11,,,,,,,55,60,N
6709,Opatov,C,0,547034,Praha 11,,,,,,,50,55,8350
13340,,,0,547034,Praha 11,,,,,,,55,60,4620
6703,,,0,547034,Praha 11,,,,,,,0,5,7770
6067,Chodov,C,0,547034,Praha 11,,,,,,,45,50,N
6810,Háje,C,0,547034,Praha 11,,,,,,,5,10,7770
6131,,,0,547034,Praha 11,,,,,,,55,60,8200
13010,Opatov,C,0,547034,Praha 11,,,,,,,60,65,10770
6031,,,0,547034,Praha 11,,,,,,,55,60,N
6122,,,0,547034,Praha 11,,,,,,,55,60,5260
6790,,,0,547034,Praha 11,,,,,,,55,60,N
6136,,,0,547034,Praha 11,,,,,,,35,40,710
6055,,,0,547034,Praha 11,,,,,,,55,60,4500
6718,,,0,547034,Praha 11,,,,,,,55,60,6560
6796,Háje,C,0,547034,Praha 11,,,,,,,55,60,N
6060,,,0,547034,Praha 11,1,4,3,0,0,0,40,45,N
6051,,,0,547034,Praha 11,1,8,3,0,0,0,55,60,6560
6083,,,0,547034,Praha 11,1,11,3,0,0,0,55,60,N
6098,,,0,547034,Praha 11,1,2,3,0,0,0,55,60,4070
6811,,,0,547034,Praha 11,1,8,3,0,0,0,30,35,N
6815,Opatov,C,0,547034,Praha 11,1,6,3,0,0,0,55,60,7980
6057,Roztyly,C,0,547034,Praha 11,1,1,3,0,0,0,10,15,4500
6836,Háje,C,0,547034,Praha 11,1,6,3,0,0,0,35,40,N
6097,,,0,547034,Praha 11,1,1,1,0,0,0,55,60,N
6063,Chodov,C,0,547034,Praha 11,1,2,3,0,0,0,40,45,N
13885,,,0,547034,Praha 11,1,4,3,0,0,0,40,45,9510
6066,Chodov,C,0,547034,Praha 11,1,2,3,0,0,0,60,65,7260
6112,Opatov,C,0,547034,Praha 11,1,12,3,0,0,0,45,50,7260
6143,Háje,C,0,547034,Praha 11,1,5,3,0,0,0,30,35,4070
6069,,,0,547034,Praha 11,1,2,3,0,0,0,40,45,N
6148,Opatov,C,0,547034,Praha 11,1,12,3,0,0,0,35,40,4070
6061,Roztyly,C,0,547034,Praha 11,1,6,3,0,0,0,40,45,N
6794,Háje,C,0,547034,Praha 11,1,12,3,0,0,0,30,35,3600
6123,,,0,547034,Praha 11,1,9,3,0,0,0,5,10,7260
6129,,,0,547034,Praha 11,1,9,3,0,0,0,25,30,N
6095,,,0,547034,Praha 11,1,2,3,0,0,0,55,60,7260
6064,Chodov,C,0,547034,Praha 11,1,6,3,0,0,0,40,45,N
6802,Háje,C,0,547034,Praha 11,1,1,3,0,0,0,35,40,4320
6054,,,0,547034,Praha 11,1,2,3,0,0,0,55,60,7260
6704,Chodov,C,0,547034,Praha 11,1,5,3,0,0,0,40,45,8120
6096,,,0,547034,Praha 11,1,2,3,0,0,0,60,65,8200
6838,,,0,547034,Praha 11,1,8,3,0,0,0,25,30,4320
6692,Opatov,C,0,547034,Praha 11,1,12,3,0,0,0,40,45,8200
6803,Háje,C,0,547034,Praha 11,1,4,3,0,0,0,35,40,N
6816,Opatov,C,0,547034,Praha 11,1,9,3,0,0,0,55,60,N
6835,,,0,547034,Praha 11,1,8,3,0,0,0,0,5,N
6078,Chodov,C,0,547034,Praha 11,1,2,3,0,0,0,55,60,4500
6798,Opatov,C,0,547034,Praha 11,1,4,3,0,0,0,55,60,4070
6045,Roztyly,C,0,547034,Praha 11,1,6,3,0,0,0,40,45,9510
6715,,,0,547034,Praha 11,1,3,3,0,0,0,5,10,10770
6814,Opatov,C,0,547034,Praha 11,1,8,3,0,0,0,40,45,N
6142,Háje,C,0,547034,Praha 11,1,5,3,0,0,0,55,60,9510
6702,,,0,547034,Praha 11,1,8,3,0,0,0,5,10,N
6827,,,0,547034,Praha 11,1,1,1,0,0,0,20,25,5540
6079,Chodov,C,0,547034,Praha 11,1,2,3,0,0,0,40,45,4320
13719,,,0,547034,Praha 11,1,4,3,0,0,0,55,60,7940
6689,Opatov,C,0,547034,Praha 11,1,1,3,0,1,0,60,65,9510
13121,Háje,C,0,547034,Praha 11,1,1,3,0,0,0,55,60,N
6113,,,0,547034,Praha 11,1,5,1,0,0,0,65,70,6560
6100,Opatov,C,0,547034,Praha 11,1,11,3,0,0,0,55,60,4070
13827,Háje,C,0,547034,Praha 11,1,8,3,0,0,0,55,60,7770
6088,,,0,547034,Praha 11,1,11,3,0,0,0,55,60,9510
6133,,,0,547034,Praha 11,1,2,3,0,0,0,35,40,9510
6834,,,0,547034,Praha 11,1,11,3,0,0,0,40,45,N
6799,Opatov,C,0,547034,Praha 11,1,5,3,0,0,0,0,5,7290
6826,Háje,C,0,547034,Praha 11,1,8,3,0,0,0,5,10,N
6125,,,0,547034,Praha 11,1,1,3,0,0,0,55,60,8200
13056,Opatov,C,0,547034,Praha 11,1,3,3,0,0,0,40,45,4070
13926,Opatov,C,0,547034,Praha 11,1,12,3,0,0,0,55,60,11250
6073,,,0,547034,Praha 11,1,9,3,0,0,0,40,45,N
6059,,,0,547034,Praha 11,1,6,3,0,0,0,15,20,7260
6080,Chodov,C,0,547034,Praha 11,1,8,3,0,0,0,45,50,N
6087,,,0,547034,Praha 11,1,2,3,0,0,0,35,40,9510
13925,,,0,547034,Praha 11,1,1,1,1,0,0,55,60,7600
6146,Háje,C,0,547034,Praha 11,1,1,3,0,0,0,5,10,N
6053,,,0,547034,Praha 11,1,4,3,0,0,0,55,60,3260
6793,Háje,C,0,547034,Praha 11,1,2,3,0,0,0,55,60,11250
6783,Háje,C,0,547034,Praha 11,1,13,3,0,0,0,0,5,4320
6126,,,0,547034,Praha 11,1,10,3,0,0,0,55,60,9510
6716,,,0,547034,Praha 11,1,1,3,0,0,0,55,60,N
6818,,,0,547034,Praha 11,1,4,3,0,0,0,55,60,7770
13329,Chodov,C,0,547034,Praha 11,1,4,3,0,0,0,55,60,11250
6832,,,0,547034,Praha 11,1,11,3,0,0,0,35,40,7770
6046,Roztyly,C,0,547034,Praha 11,1,6,3,0,0,0,30,35,4070
6820,Háje,C,0,547034,Praha 11,1,9,3,0,0,0,55,60,N
6071,,,0,547034,Praha 11,1,11,3,0,0,0,55,60,4070
13155,,,0,547034,Praha 11,1,1,3,0,0,0,55,60,N
13854,Opatov,C,0,547034,Praha 11,1,9,3,0,0,0,55,60,7770
6785,Háje,C,0,547034,Praha 11,1,12,3,0,0,0,55,60,4070
6077,Chodov,C,0,547034,Praha 11,1,2,3,0,0,0,55,60,N
6784,Opatov,C,0,547034,Praha 11,1,1,3,0,0,0,55,60,N
13603,Opatov,C,0,547034,Praha 11,1,1,3,0,0,0,60,65,10770
6147,Háje,C,0,547034,Praha 11,1,1,3,0,0,0,55,60,N
6807,Háje,C,0,547034,Praha 11,1,8,3,0,0,0,55,60,N
6132,,,0,547034,Praha 11,1,1,1,0,0,0,55,60,4320
6090,,,0,547034,Praha 11,1,12,3,0,0,0,10,15,N
18325,Opatov,C,0,547034,Praha 11,1,8,3,0,0,0,55,60,N
13120,Háje,C,0,547034,Praha 11,1,6,3,0,0,0,15,20,1700
6089,,,0,547034,Praha 11,1,1,3,0,0,0,25,30,N
6833,,,0,547034,Praha 11,1,2,3,0,0,0,55,60,N
6074,Roztyly,C,0,547034,Praha 11,1,12,3,0,0,0,35,40,N
