TARGET_FID,KOD_UNI,MAPA,STRED,CENA,FUNKCE,TYP_CENY,zmena,DAT_VZNIK,DAT_ZMENA,ID,KOD_MC,NAZEV_MC,KOD_MO,POSKYT,ID_POSKYT,STAV_ZMENA,NAZEV_1,TARGET_FID_1,KOD_UNI_1,TYP,PO__ET_POD,ST__ECHA,PO__ET_P_1,PO__ET_P_2,NOVA_BUDOV,KOD_UNI_2,DB_LO,DB_HI
6287,14891,88,0,3950,B1,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6287,14891,1,9,3,0,0,0,14891,30,35
6334,14717,88,0,3950,B1,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6334,14717,1,1,3,0,0,0,14717,30,35
6452,6224,89,0,N,F,vysl-filtr,35,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6452,6224,5,1,1,0,0,0,6224,30,35
5571,5449,75,0,4070,S,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5571,5449,1,7,3,0,0,0,5449,35,40
5669,5450,75,0,8050,R1,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5669,5450,3,1,3,0,0,0,5450,35,40
6127,6167,88,0,2410,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6127,6167,1,3,1,0,0,0,6167,35,40
6224,6186,88,0,N,J,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6224,6186,1,3,3,0,0,0,6186,35,40
6291,14129,88,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6291,14129,5,2,3,0,0,0,14129,35,40
6295,14502,89,0,6300,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6295,14502,1,6,3,0,0,0,14502,35,40
6304,6188,88,0,1400,N,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6304,6188,5,1,1,0,0,0,6188,35,40
6311,6190,88,0,7100,CR2,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6311,6190,1,1,1,1,0,0,6190,35,40
6455,6192,88,0,560,M,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6455,6192,,,,,,,6192,35,40
6529,6194,88,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6529,6194,,,,,,,6194,35,40
6560,14708,89,0,4070,S,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6560,14708,1,12,3,0,0,0,14708,35,40
6571,6236,89,0,N,J,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6571,6236,1,8,3,0,0,0,6236,35,40
6587,6195,88,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6587,6195,,,,,,,6195,35,40
6641,6243,89,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6641,6243,1,1,3,0,0,0,6243,35,40
9049,20176,89,0,6300,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,9049,20176,1,8,3,0,0,0,20176,35,40
5584,5460,75,0,3180,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5584,5460,1,3,3,0,0,0,5460,40,45
5684,5466,75,0,6500,DR3,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5684,5466,3,1,1,0,0,0,5466,40,45
5764,5451,75,0,4920,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5764,5451,5,2,3,0,0,0,5451,40,45
5794,5505,75,0,5330,F,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5794,5505,1,1,1,0,0,0,5505,40,45
5900,14842,75,0,8470,CB1,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5900,14842,5,1,1,1,0,0,14842,40,45
5907,5492,75,0,4160,G,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5907,5492,1,2,1,0,0,0,5492,40,45
5975,5532,76,0,2420,G,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5975,5532,6,1,3,0,0,0,5532,40,45
6023,5478,75,0,3660,J,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6023,5478,5,1,1,0,0,0,5478,40,45
6119,14931,89,0,9510,R1,181920-primy,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6119,14931,1,1,3,0,0,0,14931,40,45
6150,14020,88,0,7100,R2,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6150,14020,1,2,1,0,0,0,14020,40,45
6187,6154,88,0,N,J,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6187,6154,1,3,3,0,0,0,6154,40,45
6211,6210,89,0,1740,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6211,6210,5,2,3,0,0,0,6210,40,45
6233,14302,88,0,7500,R1,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6233,14302,5,2,3,0,0,0,14302,40,45
6361,6179,88,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6361,6179,,,,,,,6179,40,45
6373,14025,89,0,6300,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6373,14025,1,6,1,0,0,0,14025,40,45
6376,6180,88,0,N,R2,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6376,6180,,,,,,,6180,40,45
6414,6228,89,0,6300,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6414,6228,1,12,3,0,0,0,6228,40,45
6416,6178,88,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6416,6178,,,,,,,6178,40,45
6422,6230,89,0,N,J,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6422,6230,1,2,3,0,0,0,6230,40,45
6437,6174,88,0,500,N,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6437,6174,5,1,1,0,0,0,6174,40,45
6486,6172,88,0,7500,R1,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6486,6172,,,,,,,6172,40,45
6502,6233,89,0,6300,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6502,6233,5,3,3,0,0,0,6233,40,45
6633,14709,89,0,4330,J,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6633,14709,1,8,3,0,0,0,14709,40,45
8646,14932,89,0,N,R1,vysl-filtr,4,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,8646,14932,5,2,3,0,0,0,14932,40,45
8648,14929,89,0,5740,CB1,181920-primy,4,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,8648,14929,1,13,3,0,0,0,14929,40,45
5406,5421,75,0,4370,R3,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5406,5421,,,,,,,5421,45,50
5410,14304,75,0,4160,E,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5410,14304,1,2,1,0,0,0,14304,45,50
5522,5458,75,0,4370,R2,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5522,5458,,,,,,,5458,45,50
5650,5457,75,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5650,5457,3,2,3,0,0,0,5457,45,50
5680,5456,75,0,2290,G,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5680,5456,1,1,3,0,0,0,5456,45,50
5805,5463,75,0,6400,R2,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5805,5463,1,3,1,0,0,0,5463,45,50
5836,5468,75,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5836,5468,5,1,3,0,0,0,5468,45,50
6026,5490,75,0,8470,B2,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6026,5490,,,,,,,5490,45,50
6068,6209,89,0,1740,G,vysl-filtr,4,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6068,6209,,,,,,,6209,45,50
6320,6220,89,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6320,6220,5,2,1,0,0,0,6220,45,50
6349,6212,89,0,2360,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6349,6212,,,,,,,6212,45,50
6487,20177,89,0,7290,E,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6487,20177,1,2,1,0,0,0,20177,45,50
8645,14836,89,0,1740,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,8645,14836,,,,,,,14836,45,50
9044,6240,89,0,4090,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,9044,6240,,,,,,,6240,45,50
9046,20173,89,0,6300,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,9046,20173,,,,,,,20173,45,50
9166,20205,88,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,9166,20205,5,1,1,0,0,0,20205,45,50
5544,5448,75,0,4160,G,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5544,5448,,,,,,,5448,50,55
5559,14871,75,0,5460,B1,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5559,14871,1,2,3,1,0,0,14871,50,55
5601,14413,75,0,8470,CB1,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5601,14413,,,,,,,14413,50,55
5787,14551,75,0,8470,B1,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5787,14551,1,4,3,0,0,0,14551,50,55
5825,5470,75,0,3660,H,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5825,5470,3,2,3,0,0,0,5470,50,55
5848,5453,75,0,8050,R2,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5848,5453,1,3,3,0,0,0,5453,50,55
5933,5473,75,0,4070,S,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5933,5473,1,2,1,0,0,0,5473,50,55
5970,14149,75,0,4000,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5970,14149,5,1,1,1,0,0,14149,50,55
5980,5472,75,0,N,F,vysl-filtr,5,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5980,5472,1,1,3,0,0,0,5472,50,55
8762,20006,75,0,6080,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,8762,20006,6,1,3,0,0,0,20006,50,55
5084,5415,75,0,6560,R2,181920-primy,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5084,5415,5,1,1,1,0,0,5415,55,60
5552,5441,75,0,4070,S,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5552,5441,1,2,3,0,0,0,5441,55,60
5580,5445,75,0,6080,E,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5580,5445,1,2,3,0,0,0,5445,55,60
5872,14602,75,0,8470,B1,vysl-filtr,4,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5872,14602,1,12,3,1,0,0,14602,55,60
5879,14045,75,0,6500,E,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5879,14045,1,1,3,0,0,0,14045,55,60
5908,5504,75,0,5300,E,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5908,5504,1,5,3,0,0,0,5504,55,60
5969,5479,75,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5969,5479,1,1,1,0,0,0,5479,55,60
5978,5488,75,0,4780,G,181920-primy,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5978,5488,1,3,3,0,0,0,5488,55,60
5983,5474,75,0,N,K,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,5983,5474,,,,,,,5474,55,60
6001,5477,75,0,8050,R2,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6001,5477,5,1,1,0,0,0,5477,55,60
6010,5497,75,0,8470,CB2,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6010,5497,1,3,3,0,0,0,5497,55,60
6045,5476,75,0,8050,CR2,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6045,5476,1,2,1,0,0,0,5476,55,60
6048,6200,89,0,4470,E,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6048,6200,1,4,3,0,0,0,6200,55,60
6050,6205,89,0,4070,S,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6050,6205,3,2,3,0,0,0,6205,55,60
6053,5475,75,0,8470,B2,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6053,5475,,,,,,,5475,55,60
6058,6201,88,0,7500,R2,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6058,6201,1,3,3,0,0,0,6201,55,60
6059,6197,88,0,7100,R1,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6059,6197,1,5,3,0,0,0,6197,55,60
6060,6181,88,0,7500,R2,181920-primy,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6060,6181,1,1,3,0,0,0,6181,55,60
6063,6165,88,0,4070,S,181920-primy,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6063,6165,1,8,3,0,0,0,6165,55,60
6079,5491,88,0,4070,S,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6079,5491,1,2,1,0,0,0,5491,55,60
6090,6163,88,0,7100,CR2,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6090,6163,1,2,3,0,1,0,6163,55,60
6109,6164,88,0,4070,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6109,6164,1,8,3,0,0,0,6164,55,60
6140,6182,88,0,N,J,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6140,6182,5,1,1,0,0,0,6182,55,60
6143,6206,89,0,11010,F,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6143,6206,3,2,3,0,0,0,6206,55,60
6147,14021,88,0,4070,E,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6147,14021,,,,,,,14021,55,60
6162,6166,88,0,6210,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6162,6166,1,1,1,0,0,0,6166,55,60
6166,6156,88,0,7500,R2,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6166,6156,6,1,3,0,0,0,6156,55,60
6234,6202,89,0,7930,R2,181920-primy,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6234,6202,1,2,3,0,0,0,6202,55,60
6247,6151,88,0,3950,S,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6247,6151,1,12,3,0,0,0,6151,55,60
6274,6159,88,0,5360,R2,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6274,6159,5,1,1,1,0,0,6159,55,60
6289,6161,88,0,7500,R1,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6289,6161,1,1,1,1,0,0,6161,55,60
6298,6203,89,0,6300,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6298,6203,1,6,3,0,0,0,6203,55,60
6314,6204,89,0,4070,S,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6314,6204,1,6,3,0,0,0,6204,55,60
6335,6175,88,0,10460,R1,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6335,6175,5,1,1,1,0,0,6175,55,60
6339,6273,90,0,2960,H,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6339,6273,1,4,3,0,0,0,6273,55,60
6344,6153,88,0,5600,B1,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6344,6153,1,9,3,0,0,0,6153,55,60
6345,14022,89,0,7290,F,181920-primy,4,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6345,14022,1,6,3,0,0,0,14022,55,60
6352,14844,89,0,5740,B1,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6352,14844,5,1,3,0,0,0,14844,55,60
6366,6227,89,0,4070,S,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6366,6227,1,1,3,0,0,0,6227,55,60
6380,6226,89,0,N,J,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6380,6226,1,1,3,0,0,0,6226,55,60
6386,14024,89,0,7290,F,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6386,14024,,,,,,,14024,55,60
6397,14023,89,0,5260,E,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6397,14023,,,,,,,14023,55,60
6398,20203,89,0,7930,R2,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6398,20203,1,1,1,0,0,0,20203,55,60
6407,14308,89,0,9510,R1,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6407,14308,5,1,3,0,0,0,14308,55,60
6417,6234,89,0,4700,F,181920-pary,5,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6417,6234,,,,,,,6234,55,60
6442,6252,89,0,4070,S,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-06-09 00:00:00.000000 UTC,12,547387,Praha 15,108,HMP-IPR,43,U,Praha 15,6442,6252,1,7,3,0,0,0,6252,55,60
